"","NIMBY","UserLanguage","age","gender","gender_f","environment_score","familiar_agri_pv","like_energy_agri_pv","urban_rural","potential_know_1","potential_know_2","potential_know_3","personal_advantage","ch_advantage","attitude_expansion_small","attitude_expansion_medium","attitude_expansion_large","attitude_expansion_nearby","attitude_expansion","support_policies","support_policy_1","support_policy_2","support_policy_4","support_policy_6","solar_roofs","solar_open_space","circle","circle1","circle2","circle3","left_right","QID1214859317_cjp1","QID1214859317_cjp2","QID246_cjp1","QID246_cjp2","QID251_cjp1","QID251_cjp2","QID255_cjp1","QID255_cjp2","Q15.8","Q15.9_1","Q15.9_2","Q15.14","Q15.15_1","Q15.15_2","Q15.20","Q15.21_1","Q15.21_2","Q15.26","Q15.27_1","Q15.27_2"
"2598",1,"DE",57,2,"Female",6.66666666666667,5,6,1,0,0,0,5,5,7,6,5,5,5,6,6,6,7,6,7,6,0,0,0,0,5,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Gemeinde,41-80% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Bäuerinnen und Bauern,41-80% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),1500-4500 Meter,Grundstückseigentümer,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Bäuerinnen und Bauern,0-5% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Bäuerinnen und Bauern,6-10% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),1500-4500 Meter,Gemeinde,21-40% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Gemeinde,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Regionaler Energieversorger,0-5% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen",2,5,6,2,5,6,2,5,6,2,5,6
"2599",1,"FR",30,2,"Female",6.66666666666667,1,7,3,0,0,0,6,6,5,5,3,5,5,6,6,6,6,4,6,3,0,0,0,0,1,"Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à un terrain de football (env. 1ha),500-1500 mètres,Propriétaire du terrain,Réduction de 21-40% du rendement de la récolte,Augmentation de 0-5% de la production propre,Augmentation de 21-40% du revenu des agriculteurs","Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à 5 terrains de football (env. 5ha),500-1500 mètres,Paysans et paysannes,Réduction de 0-5% du rendement de la récolte,Augmentation de 6-10% de la production propre,Augmentation de 0-5% du revenu des agriculteurs","Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à un terrain de football (env. 1ha),0-500 mètres,Fournisseur régional d'énergie,Réduction de 21-40% du rendement de la récolte,Augmentation de 0-5% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 10 terrains de football (env. 10ha),1500-4500 mètres,Investisseurs externes (non locaux),Réduction de 41-80% du rendement de la récolte,Augmentation de 21-40% de la production propre,Augmentation de 21-40% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 10 terrains de football (env. 10ha),0-500 mètres,Fournisseur régional d'énergie,Réduction de 11-20% du rendement de la récolte,Augmentation de 21-40% de la production propre,Augmentation de 0-5% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 5 terrains de football (env. 5ha),500-1500 mètres,Commune,Réduction de 41-80% du rendement de la récolte,Augmentation de 41-80% de la production propre,Augmentation de 11-20% du revenu des agriculteurs","Installations agri-PV sur des serres et remplacement de tunnels en plastique,Jusqu'à 10 terrains de football (env. 10ha),0-500 mètres,Paysans et paysannes,Réduction de 0-5% du rendement de la récolte,Augmentation de 6-10% de la production propre,Augmentation de 21-40% du revenu des agriculteurs","Installations agri-PV sur des serres et remplacement de tunnels en plastique,Jusqu'à 5 terrains de football (env. 5ha),0-500 mètres,Commune,Réduction de 21-40% du rendement de la récolte,Augmentation de 21-40% de la production propre,Augmentation de 21-40% du revenu des agriculteurs",1,5,4,1,6,3,2,3,5,1,5,3
"2600",1,"DE",67,2,"Female",6,3,6,1,0,0,0,6,6,5,5,5,5,6,6,5,5,6,6,7,5,0,0,0,0,3,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),1500-4500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),6-10% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Grundstückseigentümer,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Grundstückseigentümer,0-5% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Bäuerinnen und Bauern,21-40% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,0-5% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Externe (nicht lokale) Investoren,11-20% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Externe (nicht lokale) Investoren,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Gemeinde,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Regionaler Energieversorger,6-10% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,0-5% höheres Einkommen",1,6,3,1,5,3,1,5,5,1,6,5
"2601",1,"DE",51,1,"Male",5.33333333333333,5,6,1,0,0,0,5,5,5,6,6,5,5,5,5,6,5,5,6,3,0,0,0,0,5,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Regionaler Energieversorger,11-20% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Bäuerinnen und Bauern,6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Grundstückseigentümer,0-5% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Grundstückseigentümer,6-10% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Regionaler Energieversorger,6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,11-20% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Bäuerinnen und Bauern,21-40% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Regionaler Energieversorger,0-5% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Regionaler Energieversorger,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,0-5% höheres Einkommen",2,4,5,1,5,4,1,5,4,1,5,4
"2602",0,"EN",24,2,"Female",3.66666666666667,2,4,1,0,0,0,4,4,4,4,4,4,3,3,4,4,4,4,6,6,0,0,0,0,8,"Horizontal open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),1500-4500 meters,Municipality,11-20% reduction in crop yield,21-40% increase in own production,21-40% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to 5 football pitches (approx. 5ha),0-500 meters,Regional energy supplier,11-20% reduction in crop yield,6-10% increase in own production ,21-40% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to 10 football pitches (approx. 10ha),0-500 meters,External (non-local) investors,11-20% reduction in crop yield,41-80% increase in own production,41-80% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),500-1500 meters,External (non-local) investors,21-40% reduction in crop yield,6-10% increase in own production ,21-40% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),500-1500 meters,Farmers,0-5% reduction in crop yield,11-20% increase in own production,21-40% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),0-500 meters,Regional energy supplier,0-5% reduction in crop yield,11-20% increase in own production,6-10% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to 5 football pitches (approx. 5ha),500-1500 meters,External (non-local) investors,0-5% reduction in crop yield,41-80% increase in own production,21-40% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),500-1500 meters,Energy cooperative (e.g. local population),11-20% reduction in crop yield,0-5% increase in own production,6-10% higher income",2,4,4,2,4,4,2,4,4,2,4,4
"2605",1,"DE",56,2,"Female",5,3,7,1,0,0,0,5,5,7,5,5,6,6,6,5,5,6,6,7,5,0,0,0,0,6,"Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Bäuerinnen und Bauern,6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,6-10% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Bäuerinnen und Bauern,11-20% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Bäuerinnen und Bauern,6-10% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Externe (nicht lokale) Investoren,21-40% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,6-10% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Externe (nicht lokale) Investoren,0-5% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Grundstückseigentümer,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Bäuerinnen und Bauern,21-40% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Grundstückseigentümer,6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,41-80% höheres Einkommen",1,6,6,1,6,3,1,6,2,2,3,6
"2606",1,"EN",39,1,"Male",5.66666666666667,7,7,1,1,1,1,7,7,6,5,5,6,6,6,4,4,5,5,7,7,1,1,0,1,6,"Vertical open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),1500-4500 meters,Energy cooperative (e.g. local population),41-80% reduction in crop yield,21-40% increase in own production,41-80% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),500-1500 meters,Farmers,41-80% reduction in crop yield,41-80% increase in own production,0-5% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to one football pitch (approx. 1ha),1500-4500 meters,External (non-local) investors,21-40% reduction in crop yield,0-5% increase in own production,41-80% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to 5 football pitches (approx. 5ha),500-1500 meters,Landowner,11-20% reduction in crop yield,11-20% increase in own production,41-80% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),0-500 meters,Farmers,6-10% reduction in crop yield,0-5% increase in own production,41-80% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to 10 football pitches (approx. 10ha),500-1500 meters,Energy cooperative (e.g. local population),0-5% reduction in crop yield,6-10% increase in own production ,11-20% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),0-500 meters,Farmers,0-5% reduction in crop yield,41-80% increase in own production,21-40% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to 10 football pitches (approx. 10ha),500-1500 meters,Farmers,6-10% reduction in crop yield,0-5% increase in own production,11-20% higher income",1,7,5,2,5,7,1,7,5,1,7,5
"2607",1,"DE",42,2,"Female",5.66666666666667,5,7,2,0,0,1,7,7,6,6,6,6,7,6,6,6,6,6,7,4,1,0,1,1,3,"Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 5 Fussballfelder (ca. 5ha),500-1500 Meter,Gemeinde,6-10% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),1500-4500 Meter,Grundstückseigentümer,41-80% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,41-80% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),11-20% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Externe (nicht lokale) Investoren,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Grundstückseigentümer,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Grundstückseigentümer,6-10% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Regionaler Energieversorger,11-20% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Gemeinde,11-20% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,21-40% höheres Einkommen",1,6,5,2,6,5,1,6,5,2,6,5
"2608",1,"EN",57,2,"Female",4.33333333333333,1,2,1,0,0,0,2,2,5,5,3,2,1,2,1,2,2,1,7,3,0,0,0,0,6,"Horizontal open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),1500-4500 meters,Energy cooperative (e.g. local population),0-5% reduction in crop yield,21-40% increase in own production,0-5% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to 5 football pitches (approx. 5ha),0-500 meters,Energy cooperative (e.g. local population),21-40% reduction in crop yield,11-20% increase in own production,6-10% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),1500-4500 meters,Municipality,6-10% reduction in crop yield,6-10% increase in own production ,6-10% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),1500-4500 meters,Landowner,0-5% reduction in crop yield,41-80% increase in own production,21-40% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to 5 football pitches (approx. 5ha),1500-4500 meters,Energy cooperative (e.g. local population),0-5% reduction in crop yield,21-40% increase in own production,41-80% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),0-500 meters,Municipality,21-40% reduction in crop yield,21-40% increase in own production,11-20% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to one football pitch (approx. 1ha),1500-4500 meters,Landowner,0-5% reduction in crop yield,6-10% increase in own production ,41-80% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to one football pitch (approx. 1ha),500-1500 meters,Regional energy supplier,11-20% reduction in crop yield,21-40% increase in own production,21-40% higher income",1,6,1,2,1,4,1,5,1,1,5,2
"2610",1,"FR",50,1,"Male",5,1,1,2,0,0,0,4,4,4,4,4,4,4,1,4,4,4,4,7,4,1,0,1,1,2,"Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à 5 terrains de football (env. 5ha),1500-4500 mètres,Fournisseur régional d'énergie,Réduction de 21-40% du rendement de la récolte,Augmentation de 0-5% de la production propre,Augmentation de 6-10% du revenu des agriculteurs","Installations agri-PV sur des serres et remplacement de tunnels en plastique,Jusqu'à un terrain de football (env. 1ha),1500-4500 mètres,Fournisseur régional d'énergie,Réduction de 0-5% du rendement de la récolte,Augmentation de 21-40% de la production propre,Augmentation de 11-20% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 10 terrains de football (env. 10ha),1500-4500 mètres,Investisseurs externes (non locaux),Réduction de 0-5% du rendement de la récolte,Augmentation de 11-20% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à un terrain de football (env. 1ha),0-500 mètres,Propriétaire du terrain,Réduction de 11-20% du rendement de la récolte,Augmentation de 41-80% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à 10 terrains de football (env. 10ha),500-1500 mètres,Coopérative énergétique (par ex. citoyens locaux),Réduction de 6-10% du rendement de la récolte,Augmentation de 6-10% de la production propre,Augmentation de 11-20% du revenu des agriculteurs","Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à un terrain de football (env. 1ha),500-1500 mètres,Paysans et paysannes,Réduction de 21-40% du rendement de la récolte,Augmentation de 6-10% de la production propre,Augmentation de 21-40% du revenu des agriculteurs","Installations agri-PV sur des serres et remplacement de tunnels en plastique,Jusqu'à 10 terrains de football (env. 10ha),500-1500 mètres,Investisseurs externes (non locaux),Réduction de 21-40% du rendement de la récolte,Augmentation de 21-40% de la production propre,Augmentation de 11-20% du revenu des agriculteurs","Installations agri-PV sur des serres et remplacement de tunnels en plastique,Jusqu'à un terrain de football (env. 1ha),0-500 mètres,Commune,Réduction de 21-40% du rendement de la récolte,Augmentation de 0-5% de la production propre,Augmentation de 0-5% du revenu des agriculteurs",2,4,4,2,4,4,2,4,4,2,4,4
"2611",0,"DE",71,1,"Male",4.66666666666667,3,5,1,0,0,1,5,5,5,4,3,3,4,3,2,5,6,5,7,1,1,1,0,1,5,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Externe (nicht lokale) Investoren,21-40% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,0-5% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Regionaler Energieversorger,21-40% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Externe (nicht lokale) Investoren,21-40% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),500-1500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),11-20% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Grundstückseigentümer,11-20% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,21-40% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Bäuerinnen und Bauern,6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Externe (nicht lokale) Investoren,41-80% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,11-20% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Gemeinde,41-80% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,41-80% höheres Einkommen",2,5,5,2,4,4,1,5,4,1,5,4
"2612",0,"EN",50,2,"Female",7,3,4,1,0,0,1,5,5,6,5,5,5,6,5,2,4,4,4,6,6,0,0,0,0,4,"Horizontal open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),1500-4500 meters,Energy cooperative (e.g. local population),21-40% reduction in crop yield,21-40% increase in own production,0-5% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to 10 football pitches (approx. 10ha),500-1500 meters,Farmers,11-20% reduction in crop yield,0-5% increase in own production,6-10% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),1500-4500 meters,Municipality,0-5% reduction in crop yield,0-5% increase in own production,0-5% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),1500-4500 meters,Regional energy supplier,11-20% reduction in crop yield,0-5% increase in own production,21-40% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to 10 football pitches (approx. 10ha),0-500 meters,Landowner,21-40% reduction in crop yield,21-40% increase in own production,6-10% higher income","Vertical open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),0-500 meters,Municipality,6-10% reduction in crop yield,11-20% increase in own production,41-80% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),0-500 meters,Farmers,0-5% reduction in crop yield,21-40% increase in own production,11-20% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to 5 football pitches (approx. 5ha),1500-4500 meters,Municipality,0-5% reduction in crop yield,21-40% increase in own production,0-5% higher income",2,5,6,2,5,5,2,4,5,1,4,4
