"","Q1.2","NIMBY","Progress","UserLanguage","participantId","Duration (in seconds)","StartDate","EndDate","Q14.11_1","Q14.11_2","Q14.11_3","Q14.11_4","Q14.11_5","Q14.11_6","Q136_1","Q136_2","Q136_3","Q136_4","Q136_5","Q136_6","Q136_7","Q136_8","Q136_9","Q136_10","age","gender","Q2.3","Q2.4","Q20.1","Q19.2_1","Q19.2_2","Q19.2_3","Q7.10","Q8.2","Q12.2_1","Q12.2_2","Q12.2_3","Q12.4","Q12.5","Q14.6","Q14.7_1","Q14.7_2","Q14.7_3","Q14.12","Q14.9_1","left_right","pol_party_support","education","circle1","circle2","circle3","QID1214859317_cjp1","QID1214859317_cjp2","QID246_cjp1","QID246_cjp2","QID251_cjp1","QID251_cjp2","QID255_cjp1","QID255_cjp2","Q15.8","Q15.9_1","Q15.9_2","Q15.14","Q15.15_1","Q15.15_2","Q15.20","Q15.21_1","Q15.21_2","Q15.26","Q15.27_1","Q15.27_2","municipalityId","type","municipality_type","urban_rural","circle_match"
"191",1,1,72,"DE",5422,1408,"2024-05-28 09:04:32","2024-05-28 09:28:01",NA,NA,NA,NA,NA,NA,5,7,5,6,7,5,6,5,3,3,75,1,1,1,1,5,3,4,3,5,1,3,3,4,5,4,4,4,4,4,NA,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4196,32,8,3,1
"192",1,1,13,"DE",2965,472043,"2024-05-28 10:40:28","2024-06-02 21:47:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,1,2,1,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,11,1,1,1
"193",1,0,79,"DE",4035,3273,"2024-05-28 18:09:37","2024-05-28 19:04:10",5,3,4,6,4,5,6,5,5,6,1,1,6,6,4,1,69,1,1,1,2,5,1,5,5,5,1,1,3,7,7,6,5,5,6,6,4,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4411,22,5,2,1
"194",1,0,12,"FR",7228,376,"2024-05-28 22:13:36","2024-05-28 22:19:53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,1,2,5,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2254,21,4,2,1
"195",1,0,43,"DE",9004,518,"2024-05-29 10:52:00","2024-05-29 11:00:38",NA,NA,NA,NA,NA,NA,7,2,4,7,7,4,7,5,4,2,50,99,1,1,4,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,11,1,1,1
"196",NA,1,0,"FR",661,NA,"2024-05-29 10:55:04","2024-05-29 10:55:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6613,11,1,1,1
"197",NA,1,0,"DE",16235,NA,"2024-05-29 11:32:41","2024-05-29 11:32:42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,11,1,1,1
"198",1,1,80,"EN",790,11985,"2024-05-29 17:44:10","2024-05-29 21:03:55",6,3,3,5,2,3,6,7,4,3,2,5,2,2,5,4,51,1,1,2,4,6,6,1,1,4,1,1,3,5,5,5,6,3,2,5,5,NA,NA,NA,0,0,0,"Horizontal open space Agri-PV systems on pasture or arable land,Up to 5 football pitches (approx. 5ha),0-500 meters,Municipality,0-5% reduction in crop yield,41-80% increase in own production,11-20% higher income","Horizontal open space Agri-PV systems on pasture or arable land,Up to one football pitch (approx. 1ha),500-1500 meters,Landowner,41-80% reduction in crop yield,6-10% increase in own production ,0-5% higher income","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5587,11,1,1,1
"199",1,1,80,"DE",9757,74275,"2024-05-30 11:37:20","2024-05-31 08:15:15",6,5,4,6,5,5,2,5,2,6,6,5,5,7,4,2,67,2,1,1,2,6,4,5,4,6,1,1,3,5,5,5,6,5,3,5,4,NA,NA,NA,0,1,1,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),21-40% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Gemeinde,6-10% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031,13,3,1,1
"200",1,0,43,"DE",6979,1283,"2024-05-30 14:52:53","2024-05-30 15:14:16",NA,NA,NA,NA,NA,NA,5,5,4,6,4,4,4,4,4,2,35,2,1,1,3,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2556,22,5,2,1
"201",1,1,60,"DE",10430,1780,"2024-05-30 15:09:27","2024-05-30 15:39:08",NA,NA,NA,NA,NA,NA,7,2,5,7,5,7,4,6,5,4,66,2,1,1,2,7,6,6,4,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,11,1,1,1
"202",1,1,74,"DE",15884,84207,"2024-05-30 19:46:53","2024-05-31 19:10:21",NA,NA,NA,NA,NA,NA,4,4,3,6,3,5,3,3,3,3,44,2,1,1,4,5,3,5,4,4,1,1,1,3,4,3,3,3,3,3,4,NA,NA,NA,1,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2769,11,1,1,1
"203",1,1,84,"DE",7259,2747,"2024-05-31 09:07:16","2024-05-31 09:53:04",3,3,3,5,2,3,6,7,6,6,3,5,4,5,4,5,38,1,1,1,4,5,4,5,2,5,1,1,1,5,5,5,5,3,3,4,4,NA,NA,NA,0,0,0,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),41-80% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Bäuerinnen und Bauern,41-80% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Gemeinde,0-5% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Externe (nicht lokale) Investoren,21-40% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Gemeinde,21-40% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Regionaler Energieversorger,21-40% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","","",2,4,4,1,4,4,NA,NA,NA,NA,NA,NA,2476,22,5,2,1
"204",1,1,7,"EN",735,355,"2024-05-31 09:50:04","2024-05-31 09:55:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5724,11,1,1,1
"205",1,1,42,"FR",12263,567,"2024-05-31 10:53:03","2024-05-31 11:02:30",NA,NA,NA,NA,NA,NA,7,5,5,7,5,5,7,4,4,3,29,1,1,1,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,12,2,1,1
"206",1,1,80,"DE",1012,3634,"2024-05-31 10:58:57","2024-05-31 11:59:31",5,5,3,4,3,4,5,7,3,7,5,5,3,4,3,1,44,1,1,1,4,6,5,2,2,6,3,3,3,6,6,6,6,5,5,5,5,NA,NA,NA,1,1,1,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Gemeinde,0-5% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Bäuerinnen und Bauern,0-5% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,22,5,2,1
"207",1,0,51,"DE",6367,1004,"2024-05-31 11:24:41","2024-05-31 11:41:25",NA,NA,NA,NA,NA,NA,5,2,5,6,3,4,5,6,3,3,62,2,1,1,2,6,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,32,8,3,1
"208",1,1,14,"DE",3475,358,"2024-05-31 12:10:33","2024-05-31 12:16:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,1,1,4,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4104,21,4,2,1
"209",1,1,73,"DE",8794,781,"2024-05-31 12:17:18","2024-05-31 12:30:19",NA,NA,NA,NA,NA,NA,7,7,2,6,2,7,2,5,4,1,27,1,1,2,1,1,1,6,7,7,1,1,1,6,6,6,2,5,6,5,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,11,1,1,1
"210",1,1,63,"EN",11946,812,"2024-05-31 12:26:05","2024-05-31 12:39:38",NA,NA,NA,NA,NA,NA,7,2,4,7,3,6,7,7,2,2,34,1,1,2,4,5,4,5,1,7,1,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,21,4,2,1
"211",1,0,63,"DE",11531,1308,"2024-05-31 12:34:29","2024-05-31 12:56:17",NA,NA,NA,NA,NA,NA,7,2,1,7,1,7,1,5,3,2,69,1,1,1,2,6,6,5,3,3,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2293,21,4,2,1
"212",1,1,78,"FR",5877,1337,"2024-05-31 12:34:47","2024-05-31 12:57:04",1,4,6,1,4,6,7,4,7,2,1,4,5,6,4,4,42,2,1,1,3,7,3,7,1,2,1,1,1,4,4,3,3,1,1,1,1,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5817,32,8,3,1
"213",1,0,82,"DE",2692,1154424,"2024-05-31 12:45:46","2024-06-13 21:26:11",2,2,2,1,2,2,7,5,3,6,5,4,6,3,3,2,63,2,1,1,5,5,6,2,4,3,1,1,3,4,4,4,2,2,2,3,1,NA,NA,NA,0,0,0,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Bäuerinnen und Bauern,11-20% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,0-5% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),500-1500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Grundstückseigentümer,6-10% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Bäuerinnen und Bauern,21-40% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","","","","",2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,33,9,3,1
"214",1,1,84,"DE",3369,3126,"2024-05-31 12:54:21","2024-05-31 13:46:27",2,3,1,1,2,2,6,5,5,5,1,3,1,5,3,2,75,1,1,1,2,6,3,3,4,2,1,1,1,3,3,3,3,3,1,1,1,NA,NA,NA,0,0,0,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Grundstückseigentümer,11-20% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 5 Fussballfelder (ca. 5ha),500-1500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),6-10% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Gemeinde,21-40% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Bäuerinnen und Bauern,11-20% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Bäuerinnen und Bauern,41-80% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),21-40% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","","",1,3,3,2,3,3,NA,NA,NA,NA,NA,NA,1010,33,9,3,1
"215",1,0,80,"DE",3286,2220,"2024-05-31 12:59:03","2024-05-31 13:36:04",5,6,4,4,5,5,5,5,5,6,6,6,6,5,6,1,38,2,1,1,5,6,5,3,2,7,1,1,1,5,5,6,6,6,5,5,7,NA,NA,NA,1,1,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4726,32,8,3,1
"216",1,1,78,"DE",4628,91815,"2024-05-31 13:16:53","2024-06-01 14:47:09",5,6,3,7,6,6,5,1,5,7,5,5,3,6,3,1,30,2,1,1,3,6,1,7,5,7,3,1,1,6,6,6,6,5,3,6,5,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4656,22,5,2,1
"217",1,1,78,"FR",14322,6580,"2024-05-31 13:20:21","2024-05-31 15:10:01",4,4,4,5,4,4,6,4,5,6,4,4,4,4,4,4,32,2,1,1,2,7,2,7,4,5,1,1,1,6,6,5,5,5,4,5,4,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709,12,2,1,1
"218",1,1,88,"DE",2889,1539,"2024-05-31 13:50:49","2024-05-31 14:16:29",3,2,2,3,2,2,6,6,5,6,1,2,1,6,5,3,66,1,1,1,2,5,6,2,2,3,1,1,1,4,4,4,3,2,2,2,2,NA,NA,NA,0,0,0,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Gemeinde,41-80% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Regionaler Energieversorger,0-5% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Regionaler Energieversorger,6-10% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Externe (nicht lokale) Investoren,6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,21-40% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Grundstückseigentümer,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Externe (nicht lokale) Investoren,41-80% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),41-80% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Grundstückseigentümer,41-80% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,11-20% höheres Einkommen",2,1,3,1,2,2,1,3,1,1,2,2,295,11,1,1,1
"219",1,1,25,"DE",418,451,"2024-05-31 13:56:43","2024-05-31 14:04:14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,1,1,1,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4030,11,1,1,1
"220",1,1,82,"DE",11227,2010,"2024-05-31 14:17:25","2024-05-31 14:50:56",2,4,4,5,5,4,4,2,5,7,7,4,5,6,3,2,19,2,1,1,4,6,3,5,3,5,1,1,1,5,5,4,5,5,2,5,5,NA,NA,NA,0,0,0,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),0-5% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Externe (nicht lokale) Investoren,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","","","","","","",2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829,11,1,1,1
"221",1,1,7,"EN",4986,147,"2024-05-31 14:22:07","2024-05-31 14:24:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,11,1,1,1
"222",NA,0,0,"DE",8399,39,"2024-05-31 15:23:59","2024-05-31 15:24:38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,12,2,1,1
"223",1,1,43,"DE",10841,785,"2024-05-31 15:42:06","2024-05-31 15:55:11",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,1,1,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103,13,3,1,1
"224",1,0,7,"DE",8653,1321,"2024-05-31 16:16:02","2024-05-31 16:38:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,11,1,1,1
"225",1,0,62,"FR",3711,1236,"2024-05-31 16:18:29","2024-05-31 16:39:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,1,1,5,6,1,7,1,5,1,1,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5591,11,1,1,1
"226",1,1,20,"DE",1166,776,"2024-05-31 16:41:41","2024-05-31 16:54:38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,1,1,1,2,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2584,12,2,1,1
"227",NA,1,0,"DE",586,NA,"2024-05-31 17:07:14","2024-05-31 17:07:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2886,22,5,2,1
"228",1,1,80,"DE",15021,160606,"2024-05-31 17:12:15","2024-06-02 13:49:02",7,7,2,2,2,7,7,3,7,7,5,6,6,6,3,2,71,2,1,1,2,6,1,6,6,7,1,3,3,7,7,7,7,7,4,7,7,NA,NA,NA,0,1,0,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Grundstückseigentümer,21-40% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,6-10% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Externe (nicht lokale) Investoren,0-5% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3234,12,2,1,1
"229",1,1,84,"FR",8400,1397,"2024-05-31 17:18:29","2024-05-31 17:41:46",5,5,5,5,5,5,6,6,5,5,4,5,5,6,5,3,62,1,1,2,2,5,3,4,4,5,1,1,1,5,5,5,5,5,5,5,5,NA,NA,NA,0,0,0,"Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à un terrain de football (env. 1ha),1500-4500 mètres,Paysans et paysannes,Réduction de 11-20% du rendement de la récolte,Augmentation de 41-80% de la production propre,Augmentation de 6-10% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 10 terrains de football (env. 10ha),500-1500 mètres,Propriétaire du terrain,Réduction de 21-40% du rendement de la récolte,Augmentation de 11-20% de la production propre,Augmentation de 21-40% du revenu des agriculteurs","Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à 5 terrains de football (env. 5ha),1500-4500 mètres,Fournisseur régional d'énergie,Réduction de 6-10% du rendement de la récolte,Augmentation de 41-80% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 5 terrains de football (env. 5ha),500-1500 mètres,Paysans et paysannes,Réduction de 0-5% du rendement de la récolte,Augmentation de 11-20% de la production propre,Augmentation de 0-5% du revenu des agriculteurs","Installations agri-PV sur des serres et remplacement de tunnels en plastique,Jusqu'à 10 terrains de football (env. 10ha),0-500 mètres,Investisseurs externes (non locaux),Réduction de 6-10% du rendement de la récolte,Augmentation de 6-10% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à 10 terrains de football (env. 10ha),0-500 mètres,Paysans et paysannes,Réduction de 11-20% du rendement de la récolte,Augmentation de 11-20% de la production propre,Augmentation de 0-5% du revenu des agriculteurs","","",1,5,5,2,5,5,NA,NA,NA,NA,NA,NA,5591,11,1,1,1
"230",1,0,80,"DE",2175,3422,"2024-05-31 17:32:17","2024-05-31 18:29:19",5,7,3,7,4,7,6,1,6,7,5,3,5,5,4,4,36,1,1,1,4,6,2,5,5,5,1,3,3,5,5,5,5,5,4,5,4,NA,NA,NA,1,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,12,2,1,1
